epoch,step,learning_rate,epoch_time_seconds,train_loss,train_perplexity,val_bleu_1,val_bleu_2,val_bleu_3,val_bleu_4,val_meteor,val_rouge_l,val_loss
12,1116,0.0001,113.27103590965271,2.732268282162246,15.645153548127862,0.0963586956521739,0.06683849243385583,0.04886425584421316,0.033516883426970914,0.27062829802379923,0.1513073877698246,3.1450966199239097
13,1209,0.0001,113.1238579750061,2.6450599111536497,14.324957652758526,0.09809782608695651,0.06788119004100224,0.049481855817730125,0.03436146155148189,0.27577575544732835,0.1536818782253762,3.124617795149485
14,1302,0.0001,113.47374391555786,2.5717311341275453,13.344202723554385,0.0998913043478261,0.06942270298226538,0.05080013959676673,0.03517274591973737,0.26922514889667143,0.1570294098522365,3.120545208454132
15,1395,0.0001,113.30396580696106,2.5123927888049873,12.524211739981046,0.10206521739130434,0.07045579663686002,0.05114310695319269,0.03559003870163851,0.2723870673791201,0.15838950373407265,3.0962242086728415
16,1488,0.0001,113.16064763069153,2.446659239389563,11.716530697320097,0.09983695652173911,0.0681560947050083,0.048304995049141736,0.03207324159285106,0.2585363253087861,0.1558896096615381,3.0946454604466758
17,1581,0.0001,113.04706454277039,2.372018741023156,10.907401084899902,0.09961956521739129,0.0685670005363765,0.04902329093438837,0.033224484537257945,0.26489107228525965,0.15495655270704833,3.089256982008616
18,1674,0.0001,113.85129523277283,2.3272054887587026,10.430184969338038,0.10211956521739132,0.07011200579599604,0.05054920418911792,0.034346818784048404,0.27888171632293324,0.15738799903714967,3.0727649927139282
19,1767,0.0001,113.240389585495,2.25584642476933,9.723637760326426,0.0977717391304348,0.06667939443270286,0.04753116586267657,0.03211914699598259,0.2778860884186863,0.15176046249653305,3.0827632745107016
20,1860,0.0001,113.52350115776062,2.2175652993622648,9.325224271384618,0.09717391304347825,0.06462547491527149,0.0455088929729294,0.030216709360731793,0.265307195417566,0.14834665029110083,3.0641629695892334
21,1953,0.0001,113.34149813652039,2.163623361177342,8.790962978075909,0.10282608695652175,0.06982529232205768,0.049655709591821647,0.03306773023457054,0.27092524897664033,0.15890910456267812,3.0700241525967917
22,2046,0.0001,113.75593423843384,2.1080084564865276,8.325914593153103,0.10152173913043479,0.06986620017196361,0.05070542326863238,0.034511274763578785,0.2813788217751753,0.15775571141552774,3.063685894012451
23,2139,0.0001,113.33136558532715,2.06651198223073,7.959596956929853,0.09847826086956524,0.0662637881966601,0.04721464773227101,0.03138960027326748,0.2808413178740553,0.1519608454188627,3.0492284695307412
24,2232,0.0001,113.41915345191956,2.0208852406471007,7.629051772497034,0.10331521739130432,0.06937449593280175,0.04924161672269201,0.03281411461759975,0.26500955526434966,0.15922500046871677,3.058246890703837
25,2325,0.0001,114.00894927978516,1.9704665342966716,7.23493823184762,0.10114130434782607,0.06859987212057539,0.04797403940208148,0.03158820497351078,0.2710747966512872,0.15490800533910418,3.070655047893524
26,2418,0.0001,114.34696578979492,1.937668409398807,7.02028569867534,0.1022282608695652,0.07127176956113768,0.05188270003686744,0.035535241233480126,0.277112919153406,0.15828867409769054,3.059148073196411
27,2511,0.0001,113.95763540267944,1.8957101824463054,6.731261632775747,0.10184782608695654,0.07066104647039519,0.051202488074739747,0.03493482767770625,0.2790955421489621,0.15779588351199728,3.0586413542429605
28,2604,5e-05,114.51204419136047,1.8292354460685485,6.2686851255355345,0.10331521739130432,0.07116825708908506,0.05105053785210363,0.03408405466753398,0.2789660330175273,0.15693959951283917,3.0696383714675903
29,2697,5e-05,115.87834095954895,1.783323872473932,5.993637648961878,0.10472826086956524,0.071815217374517,0.05119596738404504,0.03415758724593069,0.27511686294762244,0.159271528562115,3.0520456234614053
30,2790,5e-05,114.61310124397278,1.756010615697471,5.822031585119104,0.10244565217391305,0.06998072691243042,0.04960677404789769,0.03258716405023644,0.2758390488973593,0.1583145321475041,3.0642654498418174
