epoch,step,learning_rate,epoch_time_seconds,train_loss,train_perplexity,val_bleu_1,val_bleu_2,val_bleu_3,val_bleu_4,val_meteor,val_rouge_l,val_loss
1,93,0.0001,123.46951842308044,4.469254668040942,112.22399650081512,0.08733695652173913,0.05636752903525003,0.04009232652976648,0.02686005118272359,0.27937541961177387,0.13109328383605884,3.929490009943644
2,186,0.0001,113.88875198364258,3.8879652894953245,50.190376425302155,0.0878804347826087,0.05898930167975721,0.043273157811405914,0.029256876375526715,0.27211316540422,0.13468671239312185,3.741625189781189
3,279,0.0001,114.71817564964294,3.716327787727438,42.299503572525516,0.08940217391304346,0.062306444822607394,0.045870362232088326,0.031389264682368044,0.2751379811717791,0.14492763665730615,3.6278573473294577
4,372,0.0001,114.95046639442444,3.565353229481687,36.39276996735604,0.08940217391304346,0.06186723980038626,0.0451615998759761,0.030939613158284137,0.281226578068611,0.14497026643063254,3.539435346921285
5,465,0.0001,114.45849847793579,3.43162945009047,31.77485990011564,0.09070652173913042,0.06283941536314588,0.04582244127259662,0.031446204093404664,0.283750535603802,0.14577209430419605,3.4403260747591653
6,558,0.0001,114.30557632446289,3.2913593630636893,27.86569041590537,0.0928804347826087,0.0652274190013373,0.048196474601992084,0.03324990925939872,0.2858249079151645,0.14853445275717891,3.36801411708196
7,651,0.0001,114.79905223846436,3.1864262806471957,24.9427675021592,0.09559782608695652,0.06697107040973686,0.04911920825539239,0.03397287003191729,0.2697904200886238,0.15103959280501153,3.3284908135732016
8,744,0.0001,114.80174708366394,3.073403637896302,22.289115295615247,0.09217391304347824,0.06358728831468355,0.04645217658190355,0.03173182133644569,0.27708104530454547,0.1417083724472432,3.26646222670873
9,837,0.0001,113.82582068443298,2.9770292543595835,20.20360614407447,0.09717391304347825,0.06815638214422548,0.050111083718062235,0.0345720040894784,0.2768120686108956,0.1516690138334452,3.2363254626592
10,930,0.0001,113.30090951919556,2.889519573539816,18.44954922378704,0.09581521739130433,0.06588799979096226,0.04743645176051114,0.03207064817025855,0.2692125115463286,0.1508068601321577,3.208569963773092
11,1023,0.0001,113.28913807868958,2.8084779862434632,16.948270408056114,0.09565217391304348,0.06534666277174164,0.047218146084549203,0.031958774137559216,0.2782079749754656,0.14832362449288689,3.1600208083788552
