epoch,step,learning_rate,epoch_time_seconds,train_loss,train_perplexity,val_bleu_1,val_bleu_2,val_bleu_3,val_bleu_4,val_meteor,val_rouge_l,val_loss
18,1674,0.0001,113.41456580162048,2.240883425999713,9.54391179033505,0.10277173913043477,0.06988843484375869,0.05000709612705501,0.033598571596432654,0.2871188352789963,0.15766222694029733,2.980964422225952
19,1767,0.0001,112.9575617313385,2.1905127033110587,9.012423028228103,0.10119565217391303,0.0690260183541675,0.049479778536557065,0.03332982393948209,0.2790793153154156,0.15409855236520714,2.9521889686584473
20,1860,0.0001,113.32412838935852,2.134471594646413,8.54951932353358,0.10266304347826086,0.07086297982206761,0.05102448397937411,0.034333990962713966,0.2751598957344099,0.15868556217550744,2.9396715561548867
21,1953,0.0001,113.22518944740295,2.094964304277974,8.203647659670922,0.10413043478260871,0.07124613821237666,0.050767279100744314,0.03371752713241937,0.2859992453064273,0.15918243350364433,2.952458123366038
22,2046,0.0001,113.02818584442139,2.046847995891366,7.813038815734207,0.10489130434782609,0.07215381711813595,0.05230559383729629,0.035712999689244275,0.28502759548927703,0.1619909474037701,2.9534542163213096
23,2139,0.0001,113.11653876304626,2.00008846611105,7.453371083864602,0.10413043478260871,0.07124613821237666,0.051403504090240554,0.034828228357749846,0.28588855432531185,0.1606057213575822,2.9402095675468445
24,2232,0.0001,113.54431509971619,1.9396177414924867,7.0236769901808875,0.10201086956521739,0.06831691549159825,0.047549137815075575,0.03104987678554617,0.2812314266738851,0.15385949309341337,2.9481871922810874
25,2325,5e-05,113.21650624275208,1.8876959880193074,6.673917534530804,0.10309782608695653,0.07073051676532811,0.05056453504905098,0.03401282965058245,0.2842229342380775,0.15810742727193794,2.9410107930501304
26,2418,5e-05,112.65270757675171,1.852577647855205,6.4193690258969545,0.10266304347826086,0.06964740112723253,0.049328613791458205,0.03307900590101679,0.2821869174900609,0.15751590414266967,2.9467680255572
27,2511,5e-05,112.23743844032288,1.8180541940914687,6.204515949372323,0.10407608695652174,0.07024842403660425,0.05021701231739069,0.03396432313205233,0.28532088870661765,0.15878886451356528,2.9478879570961
28,2604,5e-05,112.52348446846008,1.7949544793816024,6.056023490044378,0.10282608695652175,0.06982529232205768,0.049082577921128655,0.032372038960813,0.27778777247770875,0.15531745604738736,2.9505026936531067
29,2697,2.5e-05,112.7554817199707,1.7726163787226523,5.929171710885981,0.10456521739130434,0.07131345368415974,0.05051524610105207,0.03359064013992087,0.2851472213879831,0.159588796126575,2.9457906087239585
30,2790,2.5e-05,113.1542706489563,1.7416482587014475,5.767117895105834,0.10451086956521738,0.07064157230540792,0.050482545598253936,0.03352919016953533,0.28735006857212636,0.1587437933676009,2.944254914919535
